movie,actor
Chitty Chitty Bang Bang,Walter Huston
Chitty Chitty Bang Bang,Lou Hancock
Village of the Damned,Robert Cummings
Village of the Damned,Christopher Stone
Village of the Damned,John Russell
Village of the Damned,Mervyn Johns
I.Q.,Liam Cunningham
I.Q.,Jessica Harper
I.Q.,John Hubbard
I.Q.,Tim Robbins
The Deer Hunter,Sabu
The Deer Hunter,Rosemary Murphy
The Deer Hunter,Daniel Craig
The Deer Hunter,Gordon Scott
Rob Roy,James Stacy
Rob Roy,Joseph Wiseman
Rob Roy,Peggy Cummins
Rob Roy,Charles Dance
My Beautiful Laundrette,Hugh Keays-Byrne
My Beautiful Laundrette,Ken Wahl
My Beautiful Laundrette,Stephen Dorff
My Beautiful Laundrette,Ally Walker
Harvey,Peter Coyote
Harvey,Andrzej Seweryn
Harvey,Christopher Lambert
Harvey,Marla Gibbs
Peter's Friends,Chris Rock
Peter's Friends,William Prince
Peter's Friends,Amanda Barrie
Peter's Friends,Rod Taylor
The Hound of the Baskervilles,Eric Schweig
The Hound of the Baskervilles,Mary-Kate Olsen
The Hound of the Baskervilles,Ralph Fiennes
The Hound of the Baskervilles,Tony Becker
Fright Night,Charles Gray
Fright Night,Bonnie Bedelia
Fright Night,Dean Jagger
Fright Night,Nicholas Rowe
Naked in New York,Tommy Flanagan
Naked in New York,Wesley Addy
Naked in New York,Robert Douglas
Naked in New York,Joe Morton
Beethoven,Warren Stevens
Beethoven,Jennie Linden
Beethoven,Ken Marshall
Beethoven,Mark Herrier
U.S. Marshals,Anthony LaPaglia
U.S. Marshals,Kelly Bishop
U.S. Marshals,Ike Eisenmann
U.S. Marshals,Bill Nunn
Leprechaun,Kate del Castillo
Leprechaun,Henry Edwards
Leprechaun,Jane Darwell
Leprechaun,Doug McClure
Weird Science,Michael Ironside
Weird Science,Julie Walters
Weird Science,Barbra Streisand
Weird Science,Woody Allen
On Golden Pond,Michael Ironside
On Golden Pond,James Gleason
On Golden Pond,Susan Tyrrell
On Golden Pond,Jerry Lacy
Doc Hollywood,Morey Amsterdam
Doc Hollywood,Nigel Havers
Doc Hollywood,Anthony Higgins
Doc Hollywood,Djiby Soumare
Teen Wolf,Michael P. Moran
Teen Wolf,Harry Guardino
Teen Wolf,John Lazar
Teen Wolf,Max Perlich
Amistad,Danny Huston
Amistad,Gloria Talbott
Amistad,Barton Heyman
Amistad,Angela Goethals
Jabberwocky,Peter Sarsgaard
Jabberwocky,Christopher Penn
Jabberwocky,Herb Edelman
Jabberwocky,Catherine O'Hara
The Court Jester,Colleen Rennison
The Court Jester,Donal Logue
The Court Jester,Georgina Cates
The Court Jester,Caroline Munro
The Return of the Pink Panther,Steve Marachuk
The Return of the Pink Panther,Diane Clare
The Return of the Pink Panther,George Nader
The Return of the Pink Panther,Kimberly Stringer
The Van,Sean Combs
The Van,Mark Hamill
The Van,Meg Foster
The Van,Jack Thompson
Father of the Bride,Madeleine Carroll
Father of the Bride,Mary Steenburgen
Father of the Bride,Andersen Gabrych
Father of the Bride,Dre Puhich
The Presidio,Edward Fox
The Presidio,Christina Pickles
The Presidio,Bertrand Bonvoisin
The Presidio,Mark Holton
Bad Girls,Mel Ferrer
Bad Girls,Robert Douglas
Bad Girls,Nancy Sinatra
Bad Girls,David Margulies
Pecker,Wings Hauser
Pecker,Anne Archer
Pecker,Ellen Barkin
Pecker,Kate McNeil
How to make an American Quilt,Steve Marachuk
How to make an American Quilt,Diane Clare
How to make an American Quilt,Martin Sheen
How to make an American Quilt,Kimberly Stringer
Father of the Bride Part II,Dennis Price
Father of the Bride Part II,Louis Calhern
Father of the Bride Part II,Brigitte Nielsen
Father of the Bride Part II,Richard Libertini
Enemy Mine,Paul Muni
Enemy Mine,Tom Courtenay
Enemy Mine,Mary Crosby
Enemy Mine,Helen Morse
The Color of Money,Adrian Dunbar
The Color of Money,Jenny Runacre
The Color of Money,Lance Guest
The Color of Money,Bill Nunn
Near Dark,Lance Fuller
Near Dark,Dan Moran
Near Dark,Catherine Keener
Near Dark,Barbara Bel Geddes
The Last Starfighter,Jon Tenney
The Last Starfighter,Eric Porter
The Last Starfighter,Rebecca Callard
The Last Starfighter,Kyle Secor
Runaway Train,James Badge Dale
Runaway Train,Aline MacMahon
Runaway Train,Kelly LeBrock
Runaway Train,John Gavin
Curly Sue,Danny De La Paz
Curly Sue,Billy Crudup
Curly Sue,Kim De Angelo
Curly Sue,Anne Meara
Throw Momma from the Train,Carrie-Anne Moss
Throw Momma from the Train,Lee Horsley
Throw Momma from the Train,Henry Edwards
Throw Momma from the Train,Caroline Rothwell
How the West Was Won,Dennis O'Keefe
How the West Was Won,Alec Clunes
How the West Was Won,Joan Freeman
How the West Was Won,Valerie Gearon
Kind Hearts and Coronets,Jim Farley
Kind Hearts and Coronets,Frank Morgan
Kind Hearts and Coronets,Dave Chappelle
Kind Hearts and Coronets,Steve Sandor
The Muppets Take Manhattan,Clifton Webb
The Muppets Take Manhattan,Vera Miles
The Muppets Take Manhattan,Marian Spencer
The Muppets Take Manhattan,Mitch Pileggi
High Plains Drifter,Nicholas Pryor
High Plains Drifter,Alan Baxter
High Plains Drifter,Sophie Marceau
High Plains Drifter,Anthony Heald
Young Sherlock Holmes,Sarah Miles
Young Sherlock Holmes,Angela Goethals
Young Sherlock Holmes,David Tress
Young Sherlock Holmes,Tura Satana
The Company of Wolves,Shirley Henderson
The Company of Wolves,Clifton Webb
The Company of Wolves,Mandy Patinkin
The Company of Wolves,Alberto De Mendoza
Two Mules for Sister Sara,Kathy Baker
Two Mules for Sister Sara,Jennifer Grey
Two Mules for Sister Sara,Judy Pace
Two Mules for Sister Sara,Christopher Penn
Dolores Claiborne,Jennifer Saunders
Dolores Claiborne,Brad Davis
Dolores Claiborne,Katharine Ross
Dolores Claiborne,Nick Reding
Bride of Chucky,Chester Morris
Bride of Chucky,Damon Wimbley
Bride of Chucky,John Cameron Mitchell
Bride of Chucky,Delroy Lindo
Nothing but Trouble,Tim Meadows
Nothing but Trouble,Jennifer Grey
Nothing but Trouble,Paul Muni
Nothing but Trouble,Charles Drake
The Hudsucker Proxy,Ellie Raab
The Hudsucker Proxy,James Broderick
The Hudsucker Proxy,Brenda Marshall
The Hudsucker Proxy,Sam Wanamaker
Capricorn One,Mädchen Amick
Capricorn One,Leleti Khumalo
Capricorn One,Hans Man in 't Veld
Capricorn One,Eileen Heckart
The Gods Must Be Crazy II,John Cazale
The Gods Must Be Crazy II,Penn Badgley
The Gods Must Be Crazy II,Howard Keel
The Gods Must Be Crazy II,Jon Voight
Clockwise,Griffin Dunne
Clockwise,Chiara Mastroianni
Clockwise,Harold Warrender
Clockwise,Alison Whelan
A Day at the Races,Warren Clarke
A Day at the Races,Isaiah Washington
A Day at the Races,Robert Walker
A Day at the Races,Gibson Gowland
Bring Me the Head of Alfredo Garcia,Robert Quarry
Bring Me the Head of Alfredo Garcia,Will Ferrell
Bring Me the Head of Alfredo Garcia,Delia Boccardo
Bring Me the Head of Alfredo Garcia,Josephine Hull
Jeremiah Johnson,Lee Van Cleef
Jeremiah Johnson,Porter Hall
Jeremiah Johnson,Neil Hamilton
Jeremiah Johnson,Olivia de Havilland
Joan of Arc,David Bowe
Joan of Arc,Tom Charlfa
Joan of Arc,Ryo Kase
Joan of Arc,Tak Sakaguchi
Merry Christmas Mr. Lawrence,Barry Miller
Merry Christmas Mr. Lawrence,Clea DuVall
Merry Christmas Mr. Lawrence,Dean Cain
Merry Christmas Mr. Lawrence,Victoria Longley
Vanishing Point,Steve McQueen
Vanishing Point,Peter Finch
Vanishing Point,Frank C. Turner
Vanishing Point,Mathew Valencia
Lifeforce,Warwick Davis
Lifeforce,Victoria Davis
Lifeforce,Michael Rennie
Lifeforce,David Bennent
UHF,Robert Quarry
UHF,Fay Wray
UHF,Cliff Richard
UHF,Max Wall
Three Days of the Condor,Emilie de Ravin
Three Days of the Condor,Khandi Alexander
Three Days of the Condor,Lou Costello
Three Days of the Condor,Charlie Korsmo
Young Guns,Kurt Raab
Young Guns,Ursula Weiss
Young Guns,Salma Hayek
Young Guns,Bill Nunn
Tombstone,Ken Wahl
Tombstone,Emma Sjöberg
Tombstone,Richard Briars
Tombstone,Kay Thompson
Much Ado about Nothing,Tom Guiry
Much Ado about Nothing,Carolyn Mitchell
Much Ado about Nothing,Cornel Wilde
Much Ado about Nothing,Bruce Davison
The 'Burbs,Matt Craven
The 'Burbs,Danny De La Paz
The 'Burbs,Danny Dyer
The 'Burbs,Claire Bloom
The Rainmaker,Tom Courtenay
The Rainmaker,Mia Kirshner
The Rainmaker,Tim Conway
The Rainmaker,David Arquette
Legend,Chester Morris
Legend,Rodney A. Grant
Legend,Ted Danson
Legend,Michael Ontkean
Caddyshack,Christopher Stone
Caddyshack,Eli Wallach
Caddyshack,Virginia Grey
Caddyshack,Eric Schweig
The Prophecy,John Terry
The Prophecy,Kirsten Sheridan
The Prophecy,David Gale
The Prophecy,Tab Hunter
Look Who's Talking Now,Christopher Jones
Look Who's Talking Now,Kurt Russell
Look Who's Talking Now,Lorraine Pilkington
Look Who's Talking Now,Cliff Robertson
Fortress,Kathleen Turner
Fortress,Rena Owen
Fortress,Verna Bloom
Fortress,Erland Josephson
Alice in Wonderland,Charlotte Rampling
Alice in Wonderland,Edward Furlong
Alice in Wonderland,Leigh Lawson
Alice in Wonderland,Chuck Bush
Soylent Green,Duncan Regehr
Soylent Green,Mervyn Johns
Soylent Green,Jane Adams
Soylent Green,Justin Gray
Kramer vs. Kramer,Sharon Gless
Kramer vs. Kramer,Gene Evans
Kramer vs. Kramer,Russell Brand
Kramer vs. Kramer,Leonardo Cimino
The Quick and the Dead,Leslie Mann
The Quick and the Dead,Megan Ward
The Quick and the Dead,Amy Veness
The Quick and the Dead,Peter Lorre
Dracula: Dead and Loving it,Anthony Higgins
Dracula: Dead and Loving it,Cristi Harris
Dracula: Dead and Loving it,Donald Pleasence
Dracula: Dead and Loving it,Maud Adams
Instinct,Steve Forrest
Instinct,Bryant Haliday
Instinct,David Gant
Instinct,Michael Wincott
Police Academy 3: Back in Training,Damon Wimbley
Police Academy 3: Back in Training,Kieran Culkin
Police Academy 3: Back in Training,Jon Heder
Police Academy 3: Back in Training,Alun Armstrong
My Stepmother is an Alien,Whitney Houston
My Stepmother is an Alien,Tchéky Karyo
My Stepmother is an Alien,Ni Ten
My Stepmother is an Alien,Will Sampson
Made in America,Kay Thompson
Made in America,Morey Amsterdam
Made in America,Rachel Ward
Made in America,Fred Stone
Chain Reaction,Walter Huston
Chain Reaction,Masatoshi Nagase
Chain Reaction,Joan O'Brien
Chain Reaction,Christopher Lee
Dennis the Menace,Christian Bale
Dennis the Menace,Tara Morice
Dennis the Menace,Stephen Dillane
Dennis the Menace,Frank Adu
Alone in the Dark,Harvey Fierstein
Alone in the Dark,Vicky Tiu
Alone in the Dark,Frankie Avalon
Alone in the Dark,Robin Bartlett
Bad Lieutenant,John Cazale
Bad Lieutenant,Jamie Gillis
Bad Lieutenant,Kevin Jamal Woods
Fierce Creatures,Al Jolson
Fierce Creatures,Elle Macpherson
Fierce Creatures,John Glover
Fierce Creatures,Michael Robbins
Sea of Love,Danny De La Paz
Sea of Love,Bette Davis
Sea of Love,Jude Law
Sea of Love,Helen Shaver
Ruthless People,Tom Savini
Ruthless People,Steve Forrest
Ruthless People,Tchéky Karyo
Ruthless People,Nancy Sinatra
Three Men and a Baby,Gérard Barray
Three Men and a Baby,Andersen Gabrych
Three Men and a Baby,Bebe Daniels
Three Men and a Baby,Greg Wrangler
Green Card,Eddie Mayehoff
Green Card,Aneta Corsaut
Vampire in Brooklyn,Robin Tunney
Vampire in Brooklyn,Cristi Harris
Vampire in Brooklyn,Anna-Maria Monticelli
Vampire in Brooklyn,Max Wall
What Dreams May Come,Kevin Conroy
What Dreams May Come,Dennis Price
What Dreams May Come,Gene Evans
What Dreams May Come,David Alan Grier
Wyatt Earp,Jennifer Jones
The Governess,Warren Ball
The Governess,Julie Carmen
The Governess,James Madio
The Governess,Dwight Yoakam
Heaven Can Wait,Alastair Sim
Heaven Can Wait,Mervyn Johns
Heaven Can Wait,Ringo Starr
Heaven Can Wait,Lee Evans
Defending Your Life,Robert Douglas
Defending Your Life,Charles Gray
Defending Your Life,Kynaston Reeves
Defending Your Life,Elisabeth Bergner
Heart and Souls,Bruce Welch
Heart and Souls,Michelle Monaghan
Heart and Souls,Rob Morrow
Heart and Souls,Colleen Dewhurst
The Story of Us,Kitty Winn
The Story of Us,Ethan Embry
The Story of Us,Seth Meyers
The Story of Us,Susan Hayward
White Fang,Conny Van Dyke
White Fang,Sabrina Scharf
White Fang,June Carter Cash
White Fang,John Ireland
The Thief of Bagdad,Glenn Anders
The Thief of Bagdad,Jeff Anderson
The Thief of Bagdad,Peter Carsten
The Thief of Bagdad,Lance Guest
Jagged Edge,Rusty Schwimmer
Jagged Edge,John Hubbard
Jagged Edge,Craig Stevens
Jagged Edge,Dennis Hoey
The Osterman Weekend,Dre Puhich
The Osterman Weekend,Catherine McCormack
The Osterman Weekend,Luke Halpin
The Osterman Weekend,Jake Blundell
Home Fries,Peter Sarsgaard
Home Fries,Herb Edelman
Home Fries,Lesley Ann Warren
Home Fries,Burl Ives
The Pink Panther Strikes Again,Michael Jeter
The Pink Panther Strikes Again,Robert Downey Jr.
The Pink Panther Strikes Again,Glenn Anders
The Pink Panther Strikes Again,Marisa Pavan
The Paper,Tom Guiry
The Paper,Tatum O'Neal
The Paper,Adrian Pasdar
The Paper,George Gaynes
Bachelor Party,Michael Wright
Bachelor Party,Fay Wray
Bachelor Party,Oliver Pratt
Bachelor Party,Richard Carlson
The Four Musketeers,Ursula Weiss
The Four Musketeers,Graham Chapman
The Four Musketeers,Fred Stone
The Four Musketeers,Sam Rockwell
Thunderheart,Lillo Brancato
Thunderheart,Charles Gray
Thunderheart,Neal McDonough
From Beyond,Paulette Goddard
From Beyond,André Morell
From Beyond,Lori Nelson
From Beyond,Dave Goelz
The incredible shrinking woman,Kurtwood Smith
The incredible shrinking woman,Michael Murphy
The incredible shrinking woman,Claudia Cardinale
The incredible shrinking woman,Clare Higgins
In the Army Now,John Ridgely
In the Army Now,Vincent D'Onofrio
In the Army Now,Alyson Hannigan
In the Army Now,Joe Strummer
The Hidden,Bruce Welch
The Hidden,Albert Dekker
The Hidden,Nick Mancuso
The Hidden,Barbara Harris
Skin Deep,Ken Wahl
Skin Deep,Elvis Presley
Skin Deep,Robert Douglas
Skin Deep,Darwyn Carson
Breakfast of Champions,Tung Thanh Tran
Breakfast of Champions,Tim Robbins
Breakfast of Champions,Thalmus Rasulala
Breakfast of Champions,Charles Durning
The Gingerbread Man,Billie Whitelaw
The Gingerbread Man,John Ridgely
The Gingerbread Man,Robert Downey Jr.
The Gingerbread Man,Dwight Frye
Gridlock'd,Robin Tunney
Gridlock'd,Billy Crudup
Gridlock'd,Judy Parfitt
Gridlock'd,Nancy Travis
Sling Blade,Gregory Jones
Sling Blade,Jean Seberg
Sling Blade,Carrie-Anne Moss
Sling Blade,Charlotte Rampling
Fathers' Day,Mervyn Johns
Fathers' Day,Kurt Raab
Fathers' Day,Chelsea Field
Fathers' Day,Craig Stevens
The Big Country,Nick Mancuso
The Big Country,Ed Flanders
The Big Country,Gene Evans
The Big Country,Joanasie Salamonie
Silkwood,Sidney James
Silkwood,Rita Wilson
Silkwood,Richard Jaeckel
Silkwood,Caroline Goodall
Under Fire,Denys Hawthorne
Under Fire,Kevin Jamal Woods
Under Fire,Penelope Ann Miller
Under Fire,Kate Capshaw
Little Nikita,James Brown
Little Nikita,Nicolas Bro
Little Nikita,Sarah Henderson
Cry Freedom,Hugh Fraser
Cry Freedom,Tanya Roberts
Cry Freedom,Sam Jaffe
Cry Freedom,Ella Raines
Honeymoon in Vegas,Cameron Bright
Honeymoon in Vegas,Romy Schneider
Honeymoon in Vegas,Annabella Sciorra
Honeymoon in Vegas,Jonathan Ke Quan
Sirens,Anthony Higgins
Sirens,Jessica Harper
Sirens,Jonathan Pryce
Sirens,Matthew Perry
The Last Supper,Keira Knightley
The Last Supper,Porter Hall
The Last Supper,Fred Stone
The Last Supper,Frankie Thorn
Titus,Jack Lambert
Titus,Juliette Lewis
Titus,Clive Owen
Titus,Edward Albert
Southern Comfort,Megan Ward
Southern Comfort,Madeleine Stowe
Southern Comfort,Clive Russell
Southern Comfort,Harvey Keitel
Avanti!,Mervyn Johns
Avanti!,Jeremy Davies
High Anxiety,Marlon Brando
High Anxiety,David Soul
High Anxiety,Matthew Laurance
High Anxiety,Ringo Starr
The French Lieutenant's Woman,Ted Levine
The French Lieutenant's Woman,Carey Mulligan
The French Lieutenant's Woman,Yvonne De Carlo
The French Lieutenant's Woman,Barry Corbin
Senseless,Tom Baker
Senseless,Glenn Anders
Senseless,Jeff Fahey
Senseless,William Hopper
Jesus Christ Superstar,Michael C. Williams
Jesus Christ Superstar,Ben Johnson
Jesus Christ Superstar,Jeffrey Hunter
Jesus Christ Superstar,Lyoyd Hughes
The Big Chill,John Warwick
The Big Chill,Laura San Giacomo
The Big Chill,Ron Eldard
The Big Chill,James Stacy
Without a Clue,John Cullum
Without a Clue,Billie Whitelaw
Without a Clue,Cassy Friel
Without a Clue,Angela Lansbury
The Shootist,Kirk Acevedo
The Shootist,John Carroll Lynch
The Shootist,Carrie Henn
The Shootist,Charles Drake
Pushing Tin,Julie Adams
Pushing Tin,James Gandolfini
Pushing Tin,Robert Powell
The Fury,Duncan Regehr
The Fury,Kate Nelligan
The Fury,John Mahoney
The Fury,Stephen Lack
Victor/Victoria,Wesley Addy
Victor/Victoria,Nancy Travis
Victor/Victoria,Kurtwood Smith
Victor/Victoria,Mimi Rogers
Death of a Salesman,Doris Davenport
Death of a Salesman,Renée Zellweger
Death of a Salesman,John Garfield
Death of a Salesman,Myrna Fahey
One Night Stand,Harriet Lenabe
One Night Stand,Kristin Davis
One Night Stand,Charles Ruggles
One Night Stand,Bonnie Bedelia
Midnight Lace,Chelsea Field
Midnight Lace,Dennis Price
Midnight Lace,Liam Cunningham
Midnight Lace,John Lynch
Random Hearts,William Hopper
Random Hearts,Alastair Sim
Random Hearts,Hobart Bosworth
Random Hearts,Robert Preston
Suspect,Pier Angeli
Suspect,Ron Rifkin
Suspect,Ben Chaplin
Suspect,Lisa Eichhorn
Broadcast News,Michael Dolan
Broadcast News,Haji
Broadcast News,Yancy Butler
Broadcast News,Sharon Farrell
Live Wire,Owen Moore
Live Wire,Charlie Korsmo
Live Wire,Morey Amsterdam
Live Wire,Gary Oldman
The Star Chamber,Stephen Dillane
The Star Chamber,Ian Charleson
The Star Chamber,Garret Dillahunt
The Star Chamber,Chris O'Donnell
The Big Bounce,Liz Smith
The Big Bounce,Robert Cummings
The Big Bounce,Lionel Jeffries
The Big Bounce,Barry Pepper
Backbeat,Yul Brunner
Backbeat,Robert Foxworth
Backbeat,Julian Glover
Backbeat,Warren Clarke
"""New York",Duncan Regehr
"""New York",Nicole Beharie
"""New York",Lonette McKee
"""New York",Bruce Welch
Return of the Seven,Peter Sarsgaard
Return of the Seven,Jean Rogers
Return of the Seven,William Harrigan
Return of the Seven,David Kelly
Billy Bathgate,Matthew McConaughey
Billy Bathgate,Eric Schweig
Billy Bathgate,Tasmin West
Billy Bathgate,Céline Lomez
The Mouse That Roared,Brendan Fraser
The Mouse That Roared,Peter MacNicol
The Mouse That Roared,Tony Curtis
The Mouse That Roared,Peter Bull
Memphis Belle,Kay Thompson
Memphis Belle,Cameron Bright
Memphis Belle,Vince Vaughn
Memphis Belle,Delphine Seyrig
I Went Down,Kathleen Quinlan
I Went Down,Dennis Price
I Went Down,Fiona Lewis
I Went Down,Stanley Swerdlow
Feeling Minnesota,Mary Philbin
Feeling Minnesota,Sean Nelson
Feeling Minnesota,Lance Guest
Feeling Minnesota,Jeff Fahey
Undercover Blues,Chazz Palminteri
Undercover Blues,Tommy Bone
Undercover Blues,Hans Conried
Undercover Blues,Carol Lynley
Powder,Al Jolson
Powder,Donald Pleasence
Powder,Nancy Travis
Powder,Desmond Tester
Still Smokin',Burt Lancaster
Still Smokin',Jackie Cooper
Still Smokin',Jerry Orbach
Still Smokin',Dolph Lundgren
Revolution,Clive Brook
Revolution,Nick Nolte
Revolution,Nia Long
Revolution,Alexander Knox
Smokey and the Bandit II,Richard Griffiths
Smokey and the Bandit II,Charlotte Lewis
Smokey and the Bandit II,Will Patton
Smokey and the Bandit II,Blythe Danner
Croupier,Cary Elwes
Croupier,Doris Davenport
Croupier,Gibson Gowland
Croupier,Audrey Hepburn
Orca,Bette Davis
Orca,Lillo Brancato
That Touch of Mink,Kevin Anderson
That Touch of Mink,Elizabeth Lawrence
That Touch of Mink,Aldo Ray
That Touch of Mink,William Vail
Big Business,Chuck Connors
Big Business,Louis Calhern
Big Business,Melissa Sue Anderson
Big Business,Will Patton
She's Having a Baby,Dennis Hoey
She's Having a Baby,Khandi Alexander
She's Having a Baby,Carmen Argenziano
She's Having a Baby,Paul Cross
Firewalker,Joaquim de Almeida
Firewalker,Little Richard
Firewalker,Jennifer Clay
Firewalker,Billy Connolly
Flashback,Woodrow Parfrey
Flashback,Meryl Streep
Flashback,Nicholle Tom
Flashback,Craig T. Nelson
Inventing the Abbotts,Chuck Connors
Inventing the Abbotts,Sonny Tufts
Inventing the Abbotts,Steven Weber
Inventing the Abbotts,Benjamin Hendrickson
Broadway Danny Rose,Gary Cole
Broadway Danny Rose,Burt Kwouk
Broadway Danny Rose,Denise Crosby
Broadway Danny Rose,Celia Lovsky
Missing in Action 2: The Beginning,Steve Marachuk
Missing in Action 2: The Beginning,Debra Paget
Missing in Action 2: The Beginning,Lolita Chammah
